,�..Code,Name,Latitude,Longitude,No_Observed,Number_By_Party_Hours,year,Editor_Comments
342,CTNH,New Haven,41.3007,-72.9323,3,0.0149,1980,#N/A
343,NJPR,Princeton,40.341,-74.6649,3,0.0224,1980,#N/A
344,AZAH,Atascosa Highlands,31.4701,-111.1728,3,0.0204,1980,#N/A
345,NJWV,Walnut Valley,40.976,-75.0226,3,0.0517,1980,#N/A
346,UTLO,Logan,41.7993,-111.8333,3,0.0577,1980,#N/A
347,MDCR,Crisfield,38.0298,-75.7577,3,0.0193,1980,#N/A
348,TXVI,Victoria,28.8723,-97.0784,3,0.0984,1980,#N/A
349,FLGA,Gainesville,29.6027,-82.3127,3,0.029,1980,#N/A
350,MTST,Stevensville,46.513,-114.0922,3,0.075,1980,#N/A
351,CTGS,Greenwich-Stamford,41.0826,-73.6138,3,0.0109,1980,#N/A
352,NE0R,Omaha,41.1,-95.8833,3,0.0417,1980,#N/A
353,TNKN,Knoxville,35.9136,-84.0796,3,0.037,1980,#N/A
354,VABK,Brooke,38.3703,-77.3287,2,0.0247,1980,#N/A
355,IDPO,Pocatello,42.8676,-112.4301,2,0.0645,1980,#N/A
356,PALV,Lehigh Valley,40.5479,-75.6059,2,0.0233,1980,#N/A
357,MXEL,"El Naranjo, San Luis Potosi, Mexico",22.5,-99.4,2,0.0153,1980,#N/A
358,ILIL,Illini S.P.,41.317,-88.6957,2,0.0678,1980,#N/A
359,INWG,Western Gibson County,38.3406,-87.7807,2,0.0313,1980,#N/A
360,INCN,Crane Naval Weapons Support Center,38.8441,-86.8306,2,0.1053,1980,#N/A
361,CTWE,Westport,41.164,-73.358,2,0.0121,1980,#N/A
362,TX2P,Alpine,30.4667,-103.7167,2,0.0976,1980,#N/A
363,FLBC,Bay County,30.1851,-85.6719,2,0.026,1980,#N/A
364,NJRE,Raritan Estuary,40.5167,-74.35,2,0.013,1980,#N/A
365,NS0P,Port L'Hebert,43.7833,-64.9667,2,0.0317,1980,#N/A
366,WIGB,Green Bay,44.4804,-88.0246,2,0.0635,1980,#N/A
367,ABWL,Wabamun Lake,53.5843,-114.5917,2,0.0323,1980,#N/A
368,OHBL,Buckeye Lake,39.9333,-82.4833,2,0.0161,1980,#N/A
369,MTEN,Ennis,45.4,-111.65,2,0.0345,1980,#N/A
370,BCSC,Sunshine Coast,49.4668,-123.6167,2,0.0541,1980,#N/A
371,CTHA,Hartford,41.766,-72.6727,2,0.0063,1980,#N/A
372,NJSU,Sussex County,41.1186,-74.6385,2,0.0417,1980,#N/A
373,VA1W,Fort Belvoir,38.7,-77.2,2,0.0075,1980,#N/A
374,KS08,Kansas City,39.05,-94.75,2,0.036,1980,#N/A
375,MA2T,Newburyport,42.7167,-70.9,2,0.0328,1980,#N/A
376,MNBS,Big Stone N.W.R.,45.2833,-96.4333,2,0.1818,1980,#N/A
377,FLLA,Lakeland,28.0261,-81.8507,2,0.0274,1980,#N/A
378,BEBE,Bermuda,32.3058,-64.7585,2,0.0506,1980,#N/A
379,PALH,Lock Haven-Jersey Shore,41.1334,-77.3667,2,0.0331,1980,#N/A
380,SDPI,Pierre,44.367,-100.3463,2,0.0253,1980,#N/A
381,NJTU,Tuckerton,39.6,-74.35,2,0.04,1980,#N/A
382,RIBI,Block Island,41.2324,-71.5777,2,0.0606,1980,#N/A
383,NCGR,Greensboro,36.1163,-79.837,2,0.0328,1980,#N/A
384,KSKI,Byron Walker Wildlife Area,37.6333,-98.2667,2,0.125,1980,#N/A
385,IDGL,Grays Lake N.W.R.,43.0667,-111.4167,2,0.101,1980,#N/A
386,MT02,Missoula,46.8667,-114,2,0.0313,1980,#N/A
387,PALB,Southern Bucks County,40.1765,-74.8971,2,0.0175,1980,#N/A
388,MIKA,Kalamazoo,42.2963,-85.6482,2,0.0222,1980,#N/A
389,NJTM,Trenton Marshes,40.1918,-74.7276,2,0.0299,1980,#N/A
390,ONST,St. Thomas,42.7337,-81.1229,2,0.0146,1980,#N/A
391,ORME,Medford,42.4026,-122.8559,2,0.0196,1980,#N/A
392,PAHR,Harrisburg,40.234,-76.9349,2,0.0127,1980,#N/A
393,MDTR,Triadelphia Reservoir,39.1605,-76.9885,2,0.0092,1980,#N/A
394,ILSP,Springfield,39.8,-89.65,2,0.026,1980,#N/A
395,PA07,York,39.8167,-76.85,2,0.0625,1980,#N/A
396,AZPC,Parker-Colorado River,34.0833,-114.3833,2,0.0156,1980,#N/A
397,BCVL,Vaseux Lake,49.3092,-119.5909,2,0.0488,1980,#N/A
398,MOTR,Trimble,39.4725,-94.5647,2,0.05,1980,#N/A
399,ARTE,Texarkana,33.4725,-93.9215,2,0.0556,1980,#N/A
400,ARLR,Little Rock,34.7582,-92.2792,2,0.0571,1980,#N/A
401,MOOF,Orchard Farm,38.8793,-90.4462,2,0.0332,1980,#N/A
402,IACL,Clinton,41.9801,-90.174,2,0.0606,1980,#N/A
403,NCMC,Morehead City,34.759,-76.7094,2,0.0106,1980,#N/A
404,ONGU,Guelph,43.5239,-80.2163,2,0.026,1980,#N/A
405,NJLA,Lakehurst,40.0159,-74.1451,1,0.0089,1980,#N/A
406,IACF,Cedar Falls-Waterloo,42.5167,-92.45,1,0.04,1980,#N/A
407,MAMA,Marshfield,42.0973,-70.6537,1,0.0233,1980,#N/A
408,MO0H,Kansas City (north),39.25,-94.6,1,0.0175,1980,#N/A
409,MD03,Denton,38.9,-75.8333,1,0.0105,1980,#N/A
410,MIAG,Allegan State Game Area,42.5498,-86.0054,1,0.0208,1980,#N/A
411,IDTF,Twin Falls,42.5565,-114.4635,1,0.0208,1980,#N/A
412,SCGR,Greenville,34.7833,-82.3167,1,0.0136,1980,#N/A
413,PAER,Erie,42.0833,-80.0333,1,0.0299,1980,#N/A
414,MI01,Monroe,41.8667,-83.45,1,0.0192,1980,#N/A
415,PALA,Lancaster,39.9921,-76.3614,1,0.0167,1980,#N/A
416,ABCA,Calgary,51.051,-114.0848,1,0.0098,1980,#N/A
417,TNCH,Chattanooga,35.104,-85.2292,1,0.0128,1980,#N/A
418,KSOP,Oskaloosa-Perry Lake,39.2014,-95.4032,1,0.0224,1980,#N/A
419,MT05,Ninepipe N.W.R.,47.4333,-114.1,1,0.0385,1980,#N/A
420,NJNG,Northwestern Gloucester County,39.7727,-75.2442,1,0.0078,1980,#N/A
421,INRI,Richmond,39.8289,-84.956,1,0.025,1980,#N/A
422,ARFS,Fort Smith-Moffett,35.3818,-94.3766,1,0.0303,1980,#N/A
423,SCCA,Charleston,32.9333,-79.7,1,0.0167,1980,#N/A
424,KSMA,Manhattan,39.1833,-96.5667,1,0.0054,1980,#N/A
425,OHOS,O'Shaughnessy Reservoir,40.2167,-83.2167,1,0.1163,1980,#N/A
426,CA18,Bakersfield,35.45,-118.9167,1,0.0208,1980,#N/A
427,MDBH,Baltimore Harbor,39.2661,-76.4911,1,0.0068,1980,#N/A
428,WIWK,Waukesha,42.974,-88.3553,1,0.0099,1980,#N/A
429,OKSP,Salt Plains N.W.R.,36.785,-98.1789,1,0.0588,1980,#N/A
430,ILMI,Meredosia Island,39.8542,-90.5937,1,0.0385,1980,#N/A
431,WASE,Seattle,47.6017,-122.3341,1,0.0075,1980,#N/A
432,NYCY,Central Cayuga County,42.8,-76.6167,1,0.025,1980,#N/A
433,MDRR,Rock Run,39.6041,-76.167,1,0.0185,1980,#N/A
434,MDSE,Seneca,39.0671,-77.3285,1,0.0032,1980,#N/A
435,ORCG,Cottage Grove,43.7667,-123.0333,1,0.0169,1980,#N/A
436,KYDA,Danville,37.6463,-84.7733,1,0.022,1980,#N/A
437,OHTO,Toledo,41.65,-83.5333,1,0.0208,1980,#N/A
438,WVCH,Charleston,38.362,-81.7143,1,0.0169,1980,#N/A
439,TXLL,Lake Livingston (lower),30.7167,-95.0833,1,0.0214,1980,#N/A
440,ORUC,Union County,45.25,-117.8833,1,0.0238,1980,#N/A
441,WIMA,Madison,43.0747,-89.3843,1,0.0053,1980,#N/A
442,MICO,Coloma,42.2148,-86.3013,1,0.0189,1980,#N/A
443,ONLP,Long Point,42.6211,-80.3908,1,0.0085,1980,#N/A
444,MIAB,Anchor Bay,42.6273,-82.6647,1,0.0102,1980,#N/A
445,CARE,Redding,40.6194,-122.4458,1,0.0175,1980,#N/A
446,CT09,Stratford-Milford,41.15,-73.1,1,0.0143,1980,#N/A
447,SCCS,Carolina Sandhills N.W.R.,34.5041,-80.2249,1,0.0926,1980,#N/A
448,VAGS,Glade Spring,36.7883,-81.7787,1,0.0184,1980,#N/A
449,BCPI,Pender Islands,48.814,-123.1973,1,0.0215,1980,#N/A
450,TXWF,Wichita Falls,33.8877,-98.6298,1,0.0323,1980,#N/A
451,PAEL,Elverson,40.1334,-75.7667,1,0.0106,1980,#N/A
452,ILPR,Princeton,41.3167,-89.3833,1,0.0345,1980,#N/A
453,MEMB,Machias Bay,44.6669,-67.3285,1,0.0217,1980,#N/A
454,WIAP,Appleton,44.2618,-88.4158,1,0.0145,1980,#N/A
455,FLZE,Zellwood-Mount Dora,28.7309,-81.6062,1,0.0185,1980,#N/A
456,WIMI,Milwaukee,43.1041,-87.9169,1,0.0116,1980,#N/A
457,FLSP,St. Petersburg,27.7991,-82.6794,1,0.0063,1980,#N/A
458,ALFM,Fort Morgan,30.2333,-87.9,1,0.0294,1980,#N/A
459,AZCV,Camp Verde,34.5873,-111.7545,1,0.0233,1980,#N/A
460,VTBU,Burlington,44.4769,-73.2213,1,0.0085,1980,#N/A
461,FLFL,Fort Lauderdale,26.136,-80.2191,1,0.0085,1980,#N/A
462,VALY,Lynchburg,37.3986,-79.1942,1,0.0088,1980,#N/A
463,IADA,Davenport,41.5522,-90.5132,1,0.0109,1980,#N/A
464,MNFF,Fergus Falls,46.2804,-96.0746,1,0.0233,1980,#N/A
465,NMSC,Silver City,32.7381,-108.262,1,0.0227,1980,#N/A
466,OHLK,Lakewood,41.4602,-81.8576,1,0.0227,1980,#N/A
467,FLNP,North Pinellas,28.0672,-82.7388,1,0.0091,1980,#N/A
468,MITC,Traverse City,44.7154,-85.5364,1,0.0117,1980,#N/A
469,CAML,Mono Lake,37.9561,-119.1201,1,0.022,1980,#N/A
470,WIOC,Oconomowoc,43.136,-88.4997,1,0.0294,1980,#N/A
471,MSJC,Jackson County,30.4366,-88.7119,1,0.0111,1980,#N/A
472,NSHE,Halifax (east),44.6833,-63.3833,1,0.0149,1980,#N/A
473,QCMO,Montreal,45.4525,-73.6443,1,0.008,1980,#N/A
474,ILLA,Lisle Arboretum,41.7518,-87.9738,1,0.0083,1980,#N/A
475,KS1D,Pomona Reservoir,38.6833,-95.6833,1,0.0194,1980,#N/A
476,MIAP,Alpena,45.071,-83.4578,1,0.0196,1980,#N/A
477,BLBE,"Belmopan, Belize",17.1461,-88.7292,1,0.0235,1980,#N/A
478,MEMD,Mount Desert Island,44.336,-68.3116,1,0.0085,1980,#N/A
479,MNSP,St. Paul (north),45.0062,-93.1262,1,0.0062,1980,#N/A
480,IDBO,Boise,43.6177,-116.1995,1,0.0143,1980,#N/A
481,WY0L,Dubois,43.5333,-109.6167,1,0.0202,1980,#N/A
482,ONTO,Toronto,43.7086,-79.4104,1,0.0098,1980,#N/A
483,INSB,South Bend,41.6764,-86.252,1,0.0101,1980,#N/A
484,KSWI,Wichita,37.6912,-97.3496,1,0.0196,1980,#N/A
485,OKWA,Washita N.W.R.,35.6495,-99.2797,1,0.0556,1980,#N/A
486,VANS,Northern Shenandoah Valley,39.0501,-78.1667,1,0.0057,1980,#N/A
487,CASO,San Bernardino Valley,34.0852,-117.301,1,0.0078,1980,#N/A
488,ONCA,Cambridge,43.3076,-80.2582,1,0.0084,1980,#N/A
489,VA1N,Chancellorsville,38.2833,-77.65,cw,0,1980,#N/A
490,CA2H,Klamath,41.5167,-124.0167,cw,0,1980,#N/A
491,MNSC,St. Cloud-Collegeville,45.5647,-94.2561,cw,0,1980,#N/A
492,IDSA,Salmon,45.1776,-113.8953,cw,0,1980,#N/A
493,ALGS,Gulf Shores,30.3167,-87.6333,cw,0,1980,#N/A
494,GAGC,Glynn County,31.1128,-81.4261,cw,0,1980,#N/A
495,INWH,Whitewater S.P.,39.5909,-84.9936,cw,0,1980,#N/A
496,ILWA,Waukegan,42.3493,-87.8742,cw,0,1980,#N/A
497,BCLW,Lake Windermere District,50.5333,-116.0667,cw,0,1980,#N/A
498,OHCO,Columbus,39.9851,-82.9315,cw,0,1980,#N/A
499,CAPV,Peace Valley,39.1982,-121.8219,598896,7486.2,1981,#N/A
500,CALR,Lake Almanor,40.2833,-121.25,45988,1094.9524,1981,#N/A
501,TX14,Laguna Atascosa N.W.R.,26.2333,-97.3833,28874,515.6071,1981,#N/A
502,ORSI,Sauvie Island,45.7562,-122.8008,26000,302.3256,1981,#N/A
503,TXPA,Port Aransas,27.8502,-97.1,19643,298.5258,1981,#N/A
504,BCLA,Ladner,49.0538,-123.0573,19122,134.1895,1981,#N/A
505,CASM,Sacramento,38.6,-121.55,18221,81.8553,1981,#N/A
506,TXBP,Bolivar Peninsula,29.5504,-94.4668,16865,272.0161,1981,#N/A
507,CAST,Stockton,38.116,-121.3954,15296,294.1538,1981,#N/A
508,CASH,Salton Sea (north),33.5179,-116.1031,15200,217.1429,1981,#N/A
509,CA01,Butte Valley,41.85,-122,9489,271.1143,1981,#N/A
510,CALS,Los Baños,37.0612,-120.8849,7997,119.3582,1981,#N/A
511,CASJ,San Jose,37.4033,-121.8821,7509,30.9777,1981,#N/A
512,TX0T,Buffalo Lake N.W.R.,34.8667,-102.1333,6000,250,1981,#N/A
513,CAMA,Marysville,39.2,-121.5,5696,345.2121,1981,#N/A
514,ORSA,Salem,44.9437,-123.0388,5275,42.8862,1981,#N/A
515,WA0M,Everett,48.15,-122.2333,4871,108.2444,1981,#N/A
516,ORDA,Dallas,44.8965,-123.3384,4037,55.3014,1981,#N/A
517,CASS,Salton Sea (south),33.1579,-115.6132,3808,92.878,1981,#N/A
518,BCWR,White Rock,49.062,-122.7289,3732,27.0435,1981,#N/A
519,TXAM,Amarillo,34.9851,-101.7021,3500,120.6897,1981,#N/A
520,TX0L,White River,33.55,-101.15,3350,108.0645,1981,#N/A
521,WABG,Bellingham,48.8112,-122.5629,3130,24.6457,1981,#N/A
522,TXAR,Aransas N.W.R.,28.2333,-96.8833,3090,59.4231,1981,#N/A
523,CASA,Santa Ana River Valley,33.9068,-117.4889,3089,102.9667,1981,#N/A
524,MXSB,"San Blas, Nayarit, Mexico",21.5499,-105.1902,3000,98.3607,1981,#N/A
525,CABE,Benicia,38.1143,-122.1094,2963,24.3668,1981,#N/A
526,NMRO,Roswell,33.397,-104.3983,2932,52.3571,1981,#N/A
527,DEBH,Bombay Hook N.W.R.,39.2152,-75.4822,2247,31.2083,1981,#N/A
528,LAPP,Pine Prairie,30.7643,-92.3765,2206,36.4628,1981,#N/A
529,CASL,San Jacinto Lake,33.8745,-117.1239,2107,263.375,1981,#N/A
530,NCBP,Bodie-Pea Island,35.7824,-75.5458,1970,14.3796,1981,#N/A
531,CAFO,Folsom,38.6618,-121.0974,1957,11.1829,1981,#N/A
532,TXWW,Welder Wildlife Refuge,28.1136,-97.4171,1807,24.0933,1981,#N/A
533,TXCF,Corpus Christi (Flour Bluff),27.6584,-97.2938,1805,16.1161,1981,#N/A
534,CAOC,Orange County (coastal),33.6725,-117.9453,1802,7.7874,1981,#N/A
535,NMBD,Bosque del Apache N.W.R.,33.8051,-106.8907,1750,43.75,1981,#N/A
536,CAAA,Auburn,38.9758,-121.1438,1600,37.7358,1981,#N/A
537,UTBR,Bear River Migratory Bird Refuge,41.4804,-112.2675,1586,68.9565,1981,#N/A
538,FLMI,Merritt Island N.W.R.,28.6171,-80.6815,1559,13.6157,1981,#N/A
539,CAHF,Hayward-Fremont,37.6068,-122.0667,1551,6.572,1981,#N/A
540,TX0M,Lubbock County,33.55,-101.75,1410,31.6854,1981,#N/A
541,UTFS,Fish Springs N.W.R.,39.8107,-113.399,1298,32.45,1981,#N/A
542,LA0K,Sabine N.W.R.,29.8,-93.45,1281,7.0734,1981,#N/A
543,ALWH,Wheeler N.W.R.,34.6001,-86.8837,1249,10.4083,1981,#N/A
544,NMLA,Lakes Avalon-Brantley,32.5661,-104.294,1200,35.2941,1981,#N/A
545,CACS,Crystal Springs,37.5184,-122.3751,1154,6.5198,1981,#N/A
546,IDHV,Hagerman Valley,42.8167,-114.9,1000,55.5556,1981,#N/A
547,CA2L,Point Reyes Peninsula,38.1333,-122.8833,970,3.8956,1981,#N/A
548,VAWI,Williamsburg,37.2792,-76.6987,955,9.3627,1981,#N/A
549,CAPA,Palo Alto,37.4064,-122.1559,939,4.1549,1981,#N/A
550,TX1E,Padre Island National Seashore,27.3333,-97.3333,932,12.5946,1981,#N/A
551,ORTB,Tillamook Bay,45.5167,-123.8833,930,14.88,1981,#N/A
552,CAMC,Marin County (southern),37.9214,-122.5643,925,3.7602,1981,#N/A
553,WAOL,Olympia,47.0722,-122.8533,895,6.7041,1981,#N/A
554,ORCO,Corvallis,44.5071,-123.2695,888,7.1555,1981,#N/A
555,CASD,San Diego,32.6473,-117.117,848,4.6773,1981,#N/A
556,WATA,Tacoma,47.2335,-122.5167,811,7.7981,1981,#N/A
557,CARS,Rancho Santa Fe,33.0003,-117.1628,767,8.9186,1981,#N/A
558,VACI,Chincoteague N.W.R.,37.9672,-75.3669,765,5.4255,1981,#N/A
559,CAMD,Moss Landing,36.897,-121.7407,735,3.3562,1981,#N/A
560,WAKA,Kent-Auburn,47.3598,-122.1787,698,8.1163,1981,#N/A
561,ORRS,Roseburg-Sutherlin,43.3177,-123.3473,685,8.0588,1981,#N/A
562,CAMR,Morro Bay,35.3,-120.7767,613,7.5679,1981,#N/A
563,CAHL,Honey Lake,40.3434,-120.4229,584,12.1667,1981,#N/A
564,VABB,Back Bay N.W.R.,36.65,-76,583,5.1593,1981,#N/A
565,IDNA,Nampa,43.568,-116.6729,545,10,1981,#N/A
566,TXFR,Freeport,29.0172,-95.3551,513,1.4553,1981,#N/A
567,CAOA,Oakland,37.8146,-122.233,500,1.2407,1981,#N/A
568,MXPP,"Puerto Penasco, Sonora, Mexico",31.3501,-113.5167,470,15.6667,1981,#N/A
569,TXLL,Lake Livingston (lower),30.7167,-95.0833,454,10.4368,1981,#N/A
570,CADN,Del Norte County,41.8446,-124.1712,452,3.8305,1981,#N/A
571,UTOG,Ogden,41.2198,-112.064,435,5.4037,1981,#N/A
572,TXKI,Kingsville,27.4658,-97.8551,418,8.8936,1981,#N/A
573,CAOV,Oceanside-Vista-Carlsbad,33.1903,-117.2796,418,2.5947,1981,#N/A
574,CACC,Contra Costa County,37.9538,-121.9923,408,2.9289,1981,#N/A
575,DERE,Rehoboth,38.6035,-75.1073,400,3.5714,1981,#N/A
576,NJOC,Oceanville,39.4422,-74.4605,400,3.3058,1981,#N/A
577,CA1G,Creighton Ranch Preserve,36.1167,-119.5333,399,5.0635,1981,#N/A
578,LAJB,Johnsons Bayou,29.801,-93.7149,374,5.4203,1981,#N/A
579,CA2F,Mount Shasta,41.4667,-122.35,372,6.5724,1981,#N/A
580,TXHO,Houston,29.7497,-94.9492,367,1.0338,1981,#N/A
581,CABB,Big Bear Lake,34.2833,-116.9,360,3.956,1981,#N/A
582,FLCE,Coot Bay-Everglades N.P.,25.141,-80.9582,355,3.3491,1981,#N/A
583,TXDA,Dallas County,32.8258,-96.8312,350,1.0606,1981,#N/A
584,BCDU,Duncan,48.7882,-123.6714,335,8.375,1981,#N/A
585,NY2R,Lower Hudson,40.7667,-73.9833,334,1.7487,1981,#N/A
586,OREU,Eugene,44.0768,-123.179,329,1.9128,1981,#N/A
587,NMLO,Loving,32.291,-104.0667,329,12.1852,1981,#N/A
588,TXST,San Antonio,29.3148,-98.608,323,2.6048,1981,#N/A
589,CACB,Centerville Beach to King Salmon,40.642,-124.2428,319,1.8865,1981,#N/A
590,TXSG,San Angelo,31.4439,-100.4823,316,6.8696,1981,#N/A
591,BCCO,Comox,49.6726,-124.9287,304,2.6667,1981,#N/A
592,NYSN,L.I.: Southern Nassau County,40.6298,-73.5907,292,1.4106,1981,#N/A
593,FLSM,St. Marks,30.1536,-84.2227,285,3.5625,1981,#N/A
594,NMLV,Las Vegas,35.595,-105.2152,280,28,1981,#N/A
595,IDRU,Rupert,42.6167,-113.65,276,25.0909,1981,#N/A
596,BCVI,Victoria,48.4667,-123.4,276,1.439,1981,#N/A
597,BCVA,Vancouver,49.2603,-123.105,258,0.6935,1981,#N/A
598,CASB,Santa Barbara,34.4512,-119.7627,247,0.8261,1981,#N/A
599,WASD,Sequim-Dungeness,48.1,-123.0667,244,3.873,1981,#N/A
600,ORPD,Portland,45.5167,-122.7,237,2.2571,1981,#N/A
601,TXAP,Attwater Prairie Chicken N.W.R.,29.6344,-96.3667,213,1.7975,1981,#N/A
602,TXGA,Galveston,29.3333,-94.8333,194,1.9208,1981,#N/A
603,FLGA,Gainesville,29.6027,-82.3127,175,1.8229,1981,#N/A
604,CAPC,Putah Creek,38.481,-122.0306,173,1.1382,1981,#N/A
605,CATO,Thousand Oaks,34.1489,-118.9699,168,3.2308,1981,#N/A
606,WAGH,Grays Harbor,46.9667,-124.05,159,1,1981,#N/A
607,MXRC,"Rio Corona, Tamaulipas, Mexico",23.9333,-98.9333,155,5.5357,1981,#N/A
608,CALH,Lake Henshaw,33.2112,-116.7255,153,1.4366,1981,#N/A
609,VACC,Cape Charles,37.1899,-75.941,151,0.8162,1981,#N/A
610,VAHO,Hopewell,37.367,-77.2842,150,1.3393,1981,#N/A
611,COBL,Barr Lake,39.9721,-104.6955,150,5.7034,1981,#N/A
612,WALP,Leadbetter Point,46.5605,-123.9894,148,3.0833,1981,#N/A
613,ORCB,Coos Bay,43.3759,-124.2973,144,1.2938,1981,#N/A
614,CAOR,Oroville,39.5178,-121.5499,130,2.6639,1981,#N/A
615,TNRL,Reelfoot Lake,36.4167,-89.3833,125,2.907,1981,#N/A
616,LARB,Reserve-Bonnet Carre Spillway,30.0867,-90.4711,125,1.0917,1981,#N/A
617,NYCS,L.I.: Central Suffolk County,40.8333,-72.7838,123,0.6089,1981,#N/A
618,TX0N,Hagerman N.W.R.,33.7167,-96.7333,121,2.0508,1981,#N/A
619,SCMC,McClellanville,33.1003,-79.4037,113,1.4675,1981,#N/A
620,AZMY,Martinez Lake-Yuma,32.8884,-114.4623,111,1.1212,1981,#N/A
621,TXBS,Big Spring,32.2391,-101.4162,111,2.7407,1981,#N/A
622,AL0S,Mobile,30.6667,-88.0667,108,2.615,1981,#N/A
623,CA2K,Arroyo Cheap Thrills,38.1333,-122.6167,106,0.9725,1981,#N/A
624,FLSC,Sanibel-Captiva,26.4594,-82.1567,105,0,1981,#N/A
625,COBO,Boulder,40.0256,-105.2725,103,0.5628,1981,#N/A
626,COMV,Monte Vista N.W.R.,37.497,-106.0461,100,12.5,1981,#N/A
627,CARB,Red Bluff,40.2074,-122.2117,99,2.8286,1981,#N/A
628,WATC,Tri-Cities,46.2357,-119.1805,94,1.2483,1981,#N/A
629,TXSA,Santa Ana N.W.R.,26.1492,-98.1917,94,1.3239,1981,#N/A
630,NYQU,L.I.: Queens,40.6932,-73.7448,89,0.8318,1981,#N/A
631,TN0G,Lebanon,36.25,-86.3667,85,1.7,1981,#N/A
632,FLCO,Cocoa,28.3622,-80.7026,84,0.6176,1981,#N/A
633,LAGI,Grand Isle,29.1996,-90.0458,84,1.8667,1981,#N/A
634,ORKF,Klamath Falls,42.1595,-121.7351,80,1.7021,1981,#N/A
635,MOMI,Mingo N.W.R.,36.9833,-90.2,77,1.925,1981,#N/A
636,NMFA,Farmington,36.7833,-108.102,75,1.9737,1981,#N/A
637,ORPO,Port Orford,42.8196,-124.4828,75,1.4151,1981,#N/A
638,CODE,Denver,39.587,-105.143,72,0.2963,1981,#N/A
639,NM0G,Thoreau-Bluewater Lake,35.3,-108.2167,67,1.1167,1981,#N/A
640,LANA,Natchitoches,31.824,-93.0635,62,2.3846,1981,#N/A
641,MAMC,Mid-Cape Cod,41.7004,-70.3002,60,0.7692,1981,#N/A
642,AR07,Pine Bluff,34.2167,-92,60,1.4634,1981,#N/A
643,WAPT,Port Townsend,48.05,-122.7333,60,1.0714,1981,#N/A
644,FLTA,Tampa,28.0107,-82.4595,58,0.1121,1981,#N/A
645,TXLW,Lake Meredith (west),35.5168,-101.7833,57,3.1667,1981,#N/A
646,CAON,Orange County (northeastern),33.7145,-117.6776,57,0.2727,1981,#N/A
647,CAKR,Kern River Valley,35.6625,-118.4588,55,0.567,1981,#N/A
648,TNHI,Hiwassee,35.3655,-84.92,55,0.9649,1981,#N/A
649,MA2T,Newburyport,42.7167,-70.9,55,0.8029,1981,#N/A
650,DCDC,Washington,38.8674,-77.0685,55,0.2007,1981,#N/A
651,NYBU,Buffalo,43.0016,-78.9651,54,0.4252,1981,#N/A
652,TXAZ,Anzalduas-Bentsen,26.2235,-98.3944,54,0.75,1981,#N/A
653,TX2Y,Lake Livingston (upper),30.8667,-95.3167,53,2.1811,1981,#N/A
654,NVRL,Ruby Lake,40.2,-115.5,52,2.3636,1981,#N/A
655,CACO,Chico,39.722,-121.8238,51,0.6335,1981,#N/A
656,ORCE,Columbia Estuary,46.2192,-123.9461,51,1.2593,1981,#N/A
657,CALN,Lancaster,34.7043,-118.086,51,1.1591,1981,#N/A
658,NJBA,Barnegat,39.6667,-74.1667,50,0.5682,1981,#N/A
659,WASE,Seattle,47.6017,-122.3341,48,0.3871,1981,#N/A
660,CAWS,Western Sonoma County,38.3853,-123.0306,48,0.2565,1981,#N/A
661,AZ11,Nogales,31.3833,-110.9167,46,0.3172,1981,#N/A
662,KSLC,Linn County,38.2833,-94.75,45,2.25,1981,#N/A
663,TXOR,Old River,29.8776,-94.7263,44,0.9362,1981,#N/A
664,TXLS,La Sal Vieja,26.4849,-97.9649,43,0.8113,1981,#N/A
665,TXSN,Stanton,32.0833,-101.7,43,1.5357,1981,#N/A
666,CA1B,China Lake,35.6167,-117.6667,43,1.6538,1981,#N/A
667,BCNN,Nanaimo,49.1668,-123.9333,42,0.8077,1981,#N/A
668,TX25,Buffalo Bayou,29.75,-95.55,42,0.8077,1981,#N/A
669,TX2M,Lake Conroe,30.45,-95.6333,41,1.025,1981,#N/A
670,MSAL,Arkabutla Lake,34.7624,-90.1306,41,0.8913,1981,#N/A
671,TX2D,Sabine Lake,30.0167,-93.85,40,0.9091,1981,#N/A
672,NYSM,L.I.: Smithtown,40.9133,-73.1386,40,0.8511,1981,#N/A
673,IDAF,American Falls Reservoir,42.9833,-112.7,40,1.0471,1981,#N/A
674,TX2B,Cypress Creek,29.9167,-95.75,39,0.661,1981,#N/A
675,QCMO,Montreal,45.4525,-73.6443,38,0.304,1981,#N/A
676,CALL,Lost Lake-Fresno,36.95,-119.7,37,0.3149,1981,#N/A
677,MDEL,Elkton,39.5333,-75.9424,37,0.6116,1981,#N/A
678,WAEL,Ellensburg,47.006,-120.5895,36,1.44,1981,#N/A
679,MD03,Denton,38.9,-75.8333,35,0.5738,1981,#N/A
680,TXAB,Abilene,32.3501,-99.7502,35,1.1111,1981,#N/A
681,MXGF,"Gomez Farias, Tamaulipas, Mexico",23.1118,-99.1816,35,0.3535,1981,#N/A
682,COPR,Pueblo Reservoir,38.2354,-104.7857,34,1,1981,#N/A
683,LA0D,Venice,29.3,-89.3833,34,1.0429,1981,#N/A
684,IDTF,Twin Falls,42.5565,-114.4635,34,0.9444,1981,#N/A
685,SCCA,Charleston,32.9333,-79.7,34,0.5354,1981,#N/A
686,ORME,Medford,42.4026,-122.8559,33,0.2538,1981,#N/A
687,MSSL,Sardis Lake,34.47,-89.7222,31,0.6458,1981,#N/A
